BadBuy,VehicleAge,Color,Transmission,Mileage,Country,AveragePrice,CleanPrice,RetailAveragePrice,AuctionPrice,WarrantyCost
0,5,WHITE,AUTO,93517,AMERICAN,3221,4441,3979,3600,1341
0,3,SILVER,AUTO,65056,AMERICAN,0,0,0,7500,1801
0,2,WHITE,AUTO,78976,AMERICAN,8305,9872,9469,7800,1038
0,4,BLACK,AUTO,75113,AMERICAN,9775,11664,11057,8300,1623
0,3,SILVER,AUTO,80856,OTHER ASIAN,8663,10198,9856,7600,1373
0,3,GREY,AUTO,53902,OTHER ASIAN,6658,8323,7691,7300,505
0,2,SILVER,AUTO,63509,AMERICAN,10296,12078,11620,9935,1215
0,4,WHITE,AUTO,56064,OTHER ASIAN,4153,5694,4985,6500,671
0,5,BLUE,AUTO,81219,AMERICAN,3090,4218,3837,4400,983
1,4,GREY,AUTO,78147,AMERICAN,7028,8351,8090,8935,803
1,4,BLACK,AUTO,54553,AMERICAN,7733,9930,8852,8500,1169
0,5,MAROON,AUTO,72162,TOP LINE ASIAN,10756,12288,12116,10700,686
0,5,SILVER,AUTO,71993,AMERICAN,6447,8492,7463,7435,1389
0,4,BLACK,AUTO,75686,AMERICAN,4493,5880,5352,6500,1974
0,4,GREY,AUTO,77797,AMERICAN,3203,4232,3959,4200,686
0,7,GREY,AUTO,94708,AMERICAN,3432,5629,4207,6000,2218
0,3,GREEN,AUTO,83981,TOP LINE ASIAN,9335,10981,10582,8000,723
0,3,SILVER,AUTO,83429,AMERICAN,10527,12421,11869,9700,1503
0,4,BLACK,AUTO,82101,AMERICAN,6978,8224,8036,6850,1373
1,8,SILVER,AUTO,53760,AMERICAN,3218,4276,3975,4500,1303
1,5,MAROON,AUTO,98116,AMERICAN,3221,4413,3979,3200,1341
0,3,WHITE,AUTO,63814,AMERICAN,8897,10511,10109,8700,1215
0,4,SILVER,AUTO,67219,AMERICAN,6958,8449,8015,7935,1215
0,7,WHITE,AUTO,78288,NULL,0,0,0,7500,1455
0,4,SILVER,AUTO,67083,AMERICAN,4862,6077,5751,5400,825
1,3,BLUE,AUTO,67037,AMERICAN,4860,5748,5749,5600,825
0,5,GREY,AUTO,65288,AMERICAN,6238,7560,7237,7800,1215
0,3,SILVER,AUTO,70879,AMERICAN,6212,7395,7209,6835,1506
0,3,BLUE,AUTO,83840,AMERICAN,6203,7722,7199,6035,1763
0,5,WHITE,AUTO,67929,AMERICAN,3235,4436,3994,5500,1313
0,5,BLUE,AUTO,84888,AMERICAN,4649,5840,5521,4500,983
0,6,BLUE,AUTO,81065,AMERICAN,3860,4886,4669,4735,1933
0,3,SILVER,AUTO,69460,AMERICAN,6203,7722,7199,5685,1411
0,4,SILVER,AUTO,51232,AMERICAN,5846,7704,6814,7350,1251
0,3,MAROON,AUTO,52477,OTHER ASIAN,6900,8766,7952,7285,505
0,6,BLACK,AUTO,51699,AMERICAN,6192,7996,7187,11235,1054
1,7,WHITE,AUTO,94704,AMERICAN,2387,3289,3078,3900,5913
0,4,WHITE,AUTO,48195,AMERICAN,4263,5786,5104,5500,975
1,4,SILVER,AUTO,94870,AMERICAN,3140,3941,3891,3600,1341
0,4,GREEN,AUTO,61031,AMERICAN,5041,6143,5944,4800,825
0,3,GREEN,AUTO,76126,AMERICAN,5123,6330,6033,5600,803
0,2,OTHER,AUTO,79685,AMERICAN,7883,9275,9014,6800,1974
0,5,OTHER,AUTO,70185,OTHER ASIAN,3468,4371,4245,4400,569
0,5,BLUE,AUTO,93666,AMERICAN,7154,9026,8226,6700,1341
0,4,OTHER,AUTO,89750,AMERICAN,6015,7288,6996,7200,1373
0,3,BLACK,AUTO,85060,AMERICAN,10422,12779,11756,7800,1503
0,4,GREY,AUTO,82680,TOP LINE ASIAN,7963,9192,9100,8400,594
0,1,BLACK,AUTO,78630,AMERICAN,8850,10171,10058,8100,1974
0,2,GREY,AUTO,57806,AMERICAN,5694,6895,6650,5000,754
0,3,OTHER,AUTO,71109,AMERICAN,5827,7024,6793,6950,803
0,4,SILVER,AUTO,44036,AMERICAN,4566,5724,5431,5100,623
0,4,BLUE,AUTO,69444,AMERICAN,3731,4984,4529,5300,1411
0,6,OTHER,AUTO,64395,AMERICAN,5333,6781,6260,8200,1808
0,3,BLACK,AUTO,66693,AMERICAN,5123,6330,6033,6000,728
0,1,OTHER,AUTO,87592,AMERICAN,8850,10171,10058,8000,2152
0,5,OTHER,AUTO,81715,AMERICAN,7309,8780,8394,9000,983
0,3,GREY,AUTO,75632,AMERICAN,5245,6711,6165,6400,1506
0,8,WHITE,AUTO,93153,AMERICAN,2259,3211,2940,2700,1641
0,2,OTHER,AUTO,54307,AMERICAN,8106,9999,9254,7100,1251
0,4,BEIGE,AUTO,98061,AMERICAN,4217,5485,5054,3000,1053
0,3,SILVER,AUTO,75262,AMERICAN,4333,5473,5180,4400,920
0,7,OTHER,AUTO,57826,TOP LINE ASIAN,6192,6942,7187,7300,805
0,3,OTHER,AUTO,64759,AMERICAN,4921,6111,5815,5500,728
1,4,OTHER,AUTO,88797,AMERICAN,9194,10968,10430,8000,1763
0,2,OTHER,AUTO,71408,AMERICAN,8258,9549,9419,7200,1272
0,4,MAROON,AUTO,85045,AMERICAN,9472,10981,10730,8000,1763
0,5,BLUE,AUTO,98789,AMERICAN,8479,10422,9657,8600,1918
1,3,OTHER,AUTO,57318,OTHER ASIAN,3770,4670,4572,4700,505
0,4,GREY,AUTO,78296,AMERICAN,7812,9637,8937,6900,1506
0,4,OTHER,AUTO,76480,AMERICAN,7005,8236,8065,7100,1272
0,3,BLACK,AUTO,70503,AMERICAN,9102,10658,10330,10500,1389
0,4,RED,AUTO,84798,AMERICAN,6947,8540,8003,7300,1633
0,3,OTHER,AUTO,58568,AMERICAN,6554,7779,7578,8000,1500
0,4,OTHER,AUTO,59753,AMERICAN,3889,4970,4700,4800,920
0,2,BEIGE,AUTO,79086,AMERICAN,7431,8504,8525,7700,1974
0,3,BLUE,AUTO,72519,AMERICAN,7053,8581,8117,8100,1974
0,4,BLACK,AUTO,83309,AMERICAN,6248,7826,7248,6700,1633
0,5,GREY,MANUAL,72942,AMERICAN,2618,3642,3327,2935,686
1,5,RED,AUTO,88616,AMERICAN,2753,3999,3473,3600,1373
0,7,GOLD,AUTO,73812,AMERICAN,4450,5435,5306,7100,1220
0,6,WHITE,AUTO,76085,AMERICAN,3059,4098,3804,5100,1806
0,7,WHITE,AUTO,81731,AMERICAN,3692,4745,4487,5735,1283
0,5,WHITE,AUTO,69064,OTHER ASIAN,5776,8065,6738,7235,1313
0,5,GREY,AUTO,78042,AMERICAN,5822,7171,6788,8635,1740
0,1,BLACK,AUTO,62420,AMERICAN,7882,8736,9013,7635,1020
0,6,BLUE,AUTO,73384,AMERICAN,5479,6508,6417,7000,1572
0,7,GREEN,AUTO,90116,AMERICAN,4762,5923,5643,6700,2651
0,1,GREY,AUTO,79779,AMERICAN,8515,9864,9696,8000,1974
0,4,WHITE,AUTO,69727,AMERICAN,4249,5724,5089,5600,1703
0,4,SILVER,AUTO,61468,AMERICAN,7655,8772,8767,10335,1215
1,5,WHITE,AUTO,68335,AMERICAN,6425,7171,7439,5600,4982
0,8,GREY,AUTO,68808,AMERICAN,1630,2470,2260,3200,1125
0,4,BEIGE,AUTO,79215,TOP LINE ASIAN,6313,7577,7318,7635,686
0,3,MAROON,AUTO,85345,AMERICAN,5177,6481,6091,6000,1633
0,2,WHITE,AUTO,68262,AMERICAN,7324,8517,8410,7800,1703
0,5,BLACK,AUTO,75536,AMERICAN,4590,6273,5457,5700,1506
0,3,WHITE,AUTO,73603,AMERICAN,6130,7643,7120,5700,1506
1,5,YELLOW,AUTO,82425,AMERICAN,2075,2985,2741,3900,723
0,3,WHITE,AUTO,71150,AMERICAN,8702,10428,9898,9635,1389
0,2,SILVER,AUTO,71853,AMERICAN,7860,9384,8989,7600,1974
0,2,RED,AUTO,82054,AMERICAN,10604,13646,11952,8700,1633
0,6,MAROON,AUTO,91940,AMERICAN,6297,7550,7301,7300,2651
1,3,PURPLE,AUTO,76268,AMERICAN,8641,10154,9832,7100,1389
0,5,BLACK,AUTO,88769,OTHER ASIAN,5222,5731,6140,4900,594
0,4,WHITE,AUTO,69585,AMERICAN,4247,5018,5087,4900,1215
0,4,WHITE,AUTO,87282,AMERICAN,4388,5587,5239,5735,1373
0,3,GREY,AUTO,87770,AMERICAN,6482,7656,7501,7135,2152
1,6,GREY,AUTO,82187,AMERICAN,5973,7176,10657,7000,1543
1,6,BLACK,AUTO,81164,TOP LINE ASIAN,10627,12378,14098,10200,1153
0,8,BLUE,AUTO,94644,AMERICAN,3471,4454,6676,3100,920
1,7,GOLD,AUTO,29974,AMERICAN,1866,2654,4371,4200,1062
0,3,GREY,AUTO,71757,AMERICAN,5844,6827,10036,6800,1272
0,6,SILVER,AUTO,88919,AMERICAN,3576,4755,6019,6935,1803
0,1,GREY,AUTO,63414,AMERICAN,9886,10993,14697,8300,1118
0,3,BEIGE,AUTO,79383,AMERICAN,5239,5846,9164,5100,1272
0,2,GREY,AUTO,75212,AMERICAN,7433,8617,10746,8000,1974
0,2,WHITE,AUTO,76438,AMERICAN,6536,7410,10372,6700,1038
0,2,BLUE,AUTO,72090,AMERICAN,6390,7132,10788,7100,2091
0,1,WHITE,AUTO,51575,AMERICAN,10462,11281,14378,10235,1086
0,4,SILVER,AUTO,42524,AMERICAN,5813,6967,9201,8135,975
0,4,WHITE,AUTO,64401,AMERICAN,10301,12381,15797,11535,1411
0,1,GREY,AUTO,85356,AMERICAN,10002,10872,14568,8800,1113
0,1,BLACK,AUTO,73344,AMERICAN,9837,12063,14650,8500,1272
0,3,SILVER,AUTO,59783,AMERICAN,5831,6847,9851,6735,671
0,6,WHITE,AUTO,91341,AMERICAN,6278,7846,9856,7735,2651
0,5,BLACK,AUTO,82308,AMERICAN,6528,8057,10540,10735,983
1,3,GOLD,AUTO,85012,AMERICAN,7715,9247,12010,6335,853
0,2,RED,AUTO,40299,OTHER ASIAN,5016,5975,8367,5700,482
0,5,BEIGE,AUTO,70155,AMERICAN,2381,3189,5306,3700,1155
0,3,WHITE,AUTO,64143,OTHER ASIAN,5329,6320,8876,6035,533
0,2,WHITE,AUTO,67362,AMERICAN,6536,7410,10372,7000,923
1,4,SILVER,AUTO,82636,AMERICAN,4062,5388,7064,6000,2152
0,2,GREY,AUTO,60812,AMERICAN,7096,8289,11072,6835,1703
0,3,BLACK,AUTO,61881,AMERICAN,6461,7672,10391,7600,1703
0,2,GREY,AUTO,77398,AMERICAN,10274,11407,15103,8435,1155
0,1,GREY,AUTO,78655,AMERICAN,7875,8640,12472,7000,1038
0,2,WHITE,AUTO,62172,OTHER ASIAN,8589,9593,11756,6835,728
1,1,SILVER,AUTO,54560,OTHER ASIAN,6844,7471,10509,5900,505
0,2,SILVER,AUTO,79005,AMERICAN,6536,7410,10372,7000,1038
0,2,GREY,AUTO,65847,AMERICAN,6536,7410,10372,7035,923
0,4,BLUE,AUTO,63555,AMERICAN,4114,5327,7999,6735,1411
0,3,GREY,AUTO,63134,AMERICAN,6392,8051,10601,7535,1118
0,2,GREY,AUTO,71620,AMERICAN,6536,7410,10372,6700,1038
0,2,SILVER,AUTO,56042,AMERICAN,7052,8052,10777,7900,920
0,5,GOLD,AUTO,83984,TOP LINE ASIAN,9298,10297,12726,10335,983
0,2,WHITE,AUTO,62755,AMERICAN,7433,8617,10746,8000,1703
0,3,WHITE,AUTO,73260,AMERICAN,6529,7726,10459,7300,1974
0,3,BLUE,AUTO,81160,AMERICAN,13079,14929,16740,9600,2022
0,5,GREY,AUTO,77691,AMERICAN,4072,5259,7520,5435,1740
0,3,BLUE,AUTO,63051,AMERICAN,6108,7633,9971,5200,1313
0,3,WHITE,AUTO,59150,OTHER ASIAN,4593,5894,7552,6300,671
0,3,BLACK,AUTO,80748,AMERICAN,6529,7726,10459,7100,2152
0,2,SILVER,AUTO,66853,OTHER ASIAN,8757,10028,13159,8200,1118
0,6,RED,AUTO,79611,AMERICAN,5722,7115,9386,8200,2274
0,2,GOLD,AUTO,76980,AMERICAN,6518,7353,10252,7000,1038
0,1,GREY,AUTO,69981,AMERICAN,10413,11234,14471,9200,1215
0,2,WHITE,AUTO,72508,AMERICAN,7348,8455,11004,8000,1974
0,3,WHITE,AUTO,69570,AMERICAN,8723,10289,12400,9200,1215
0,4,WHITE,AUTO,79327,AMERICAN,3346,4440,6239,4000,1155
1,4,BLUE,AUTO,49445,AMERICAN,4710,5914,8121,6400,1116
0,2,WHITE,AUTO,73987,AMERICAN,6518,7353,10252,7000,1038
0,5,BEIGE,AUTO,71216,OTHER ASIAN,10464,12647,14852,11700,1038
0,3,SILVER,AUTO,57942,AMERICAN,9780,11845,13812,8700,1169
0,2,BEIGE,AUTO,57865,AMERICAN,5067,6178,9250,6200,920
0,5,BLACK,AUTO,54380,AMERICAN,4325,5240,7717,7300,1003
0,4,BLACK,AUTO,70199,TOP LINE ASIAN,4199,5387,7955,6000,569
0,2,RED,AUTO,58945,AMERICAN,7331,8284,11439,7700,837
0,5,BEIGE,AUTO,82456,OTHER ASIAN,5034,6418,8392,6100,853
0,2,GREY,AUTO,66140,AMERICAN,9165,10497,13162,9200,1215
0,2,WHITE,AUTO,81655,AMERICAN,7348,8455,11004,7500,2152
0,3,BLUE,AUTO,71714,AMERICAN,10263,12820,15134,7900,1389
1,4,BLUE,AUTO,84159,AMERICAN,13619,16826,18634,11100,853
0,4,GREY,AUTO,50360,AMERICAN,3756,5239,7385,5700,1086
0,3,BLUE,AUTO,70720,AMERICAN,6449,7707,10162,7900,1974
0,3,BLACK,AUTO,66243,AMERICAN,4906,5805,8668,5300,1215
0,3,WHITE,AUTO,63069,AMERICAN,6499,7573,10240,7500,1703
0,7,GREEN,AUTO,77455,TOP LINE ASIAN,5069,6137,8727,6900,869
0,3,WHITE,AUTO,70973,AMERICAN,6499,7573,10240,7900,1974
0,2,WHITE,AUTO,73811,AMERICAN,8581,10151,12434,7500,1272
0,2,GREY,AUTO,72313,AMERICAN,7348,8455,11004,7800,1974
0,5,SILVER,AUTO,82525,AMERICAN,7913,9402,11679,8800,1113
1,5,MAROON,AUTO,71939,OTHER ASIAN,4832,6234,8463,6700,1038
0,3,SILVER,AUTO,61680,AMERICAN,7413,8869,11813,7800,1118
0,3,MAROON,AUTO,81306,AMERICAN,5585,6693,9340,7400,853
0,3,BLUE,AUTO,63462,AMERICAN,4906,5805,8668,5600,1215
0,4,RED,AUTO,68376,OTHER,5947,7117,9857,6500,1215
0,2,BLUE,AUTO,76711,AMERICAN,6764,8409,10943,7700,1623
1,2,WHITE,AUTO,65611,AMERICAN,7348,8455,11004,7800,1703
0,3,BLUE,AUTO,61688,AMERICAN,4161,5107,7118,5300,1020
0,3,SILVER,AUTO,57346,OTHER ASIAN,3899,4837,7106,5800,505
0,1,SILVER,AUTO,72532,AMERICAN,9888,10990,15264,9100,1389
0,2,BLACK,AUTO,79552,AMERICAN,7348,8455,11004,7700,1974
0,2,RED,AUTO,62838,AMERICAN,7119,8156,11163,7800,1703
0,3,SILVER,AUTO,74937,AMERICAN,8640,10308,12749,9000,1389
0,3,BLUE,AUTO,66088,AMERICAN,6499,7573,10240,7700,1703
0,4,BEIGE,AUTO,75970,AMERICAN,7604,9288,11432,8500,1389
0,5,GREY,AUTO,82303,OTHER ASIAN,9692,11740,13661,10000,1503
0,2,SILVER,AUTO,77535,AMERICAN,10134,11918,14412,9935,1389
0,2,SILVER,AUTO,77000,AMERICAN,6410,7332,9977,6800,1038
0,4,SILVER,AUTO,71167,TOP LINE ASIAN,7516,8513,10969,8435,569
0,4,GOLD,AUTO,78509,OTHER ASIAN,6484,7928,10661,7600,1506
0,3,SILVER,AUTO,82811,AMERICAN,9142,10819,13535,7735,1503
0,2,BLUE,AUTO,50727,AMERICAN,6701,7618,10324,7335,920
0,4,ORANGE,AUTO,94118,AMERICAN,3081,4174,6242,3100,765
0,2,GOLD,AUTO,79492,AMERICAN,6410,7332,9977,6900,1038
0,5,GREY,AUTO,52111,AMERICAN,3392,4407,6820,4535,920
0,4,SILVER,AUTO,62983,AMERICAN,4157,5323,8047,5935,1215
0,5,BEIGE,AUTO,71345,AMERICAN,6606,8860,11252,8400,2091
0,5,WHITE,AUTO,87087,AMERICAN,3698,4695,7236,4300,594
0,3,SILVER,AUTO,65701,AMERICAN,6378,7639,9825,7100,1703
0,8,BLUE,AUTO,82650,AMERICAN,2089,3011,4483,3500,1283
0,2,GREY,AUTO,89732,AMERICAN,7262,8443,11263,7235,1373
0,4,BLACK,AUTO,48479,OTHER ASIAN,3926,4766,7005,5235,482
0,3,RED,AUTO,60065,AMERICAN,11307,12668,15942,10600,825
0,4,BLACK,AUTO,62907,AMERICAN,4157,5323,8047,5400,1215
0,3,BLUE,AUTO,48437,OTHER ASIAN,5153,6080,8442,6235,482
0,2,BLACK,AUTO,57415,OTHER ASIAN,5189,6176,8403,5300,505
0,3,BLACK,AUTO,67756,AMERICAN,6170,7332,9793,6400,923
0,2,WHITE,AUTO,75509,AMERICAN,7171,8171,10878,6700,1974
0,5,GREY,AUTO,56426,OTHER ASIAN,9287,10872,13292,11235,837
0,3,SILVER,AUTO,64891,OTHER ASIAN,3735,4666,7008,4100,533
0,4,GREY,AUTO,54871,AMERICAN,4351,5589,7999,6235,671
0,2,WHITE,AUTO,49304,AMERICAN,6956,8469,10927,7035,693
0,2,WHITE,AUTO,69101,AMERICAN,7167,8026,11088,7935,923
0,6,GREY,AUTO,79245,AMERICAN,7089,8588,10512,9700,1689
0,3,RED,MANUAL,77818,AMERICAN,5695,7088,9694,5900,686
0,6,RED,AUTO,84419,AMERICAN,0,0,0,6100,1933
0,6,GREY,AUTO,59520,AMERICAN,6478,7611,9700,9200,1137
0,3,GREEN,AUTO,76246,AMERICAN,6175,7179,10252,6800,1038
0,3,GOLD,AUTO,78633,AMERICAN,5753,8308,9860,5500,1506
1,6,OTHER,AUTO,84532,AMERICAN,2176,3040,5197,4000,2712
0,2,BLUE,AUTO,85145,AMERICAN,6182,7741,9559,7000,1763
0,7,PURPLE,AUTO,32278,AMERICAN,3001,3976,5974,4400,1182
0,2,BLUE,AUTO,64517,AMERICAN,9269,10501,13396,10200,1215
0,6,WHITE,AUTO,72230,AMERICAN,5925,7316,9512,8900,2391
0,4,WHITE,AUTO,68197,AMERICAN,4457,5628,8274,5900,1703
0,3,GOLD,AUTO,38742,AMERICAN,6175,7179,10252,7900,702
0,5,GREEN,AUTO,65892,AMERICAN,7062,8382,10951,7900,1508
0,2,SILVER,AUTO,64215,AMERICAN,5837,6696,10306,7600,1801
0,2,GREY,AUTO,84001,AMERICAN,10753,13188,15219,8300,983
0,6,GREEN,AUTO,81159,AMERICAN,3032,4075,6279,4200,2452
0,2,RED,AUTO,76892,AMERICAN,7267,8393,11411,7600,1272
0,3,BLUE,AUTO,48090,AMERICAN,4736,5755,8030,5300,975
0,2,BROWN,AUTO,73105,AMERICAN,6242,7219,9745,6900,1038
0,4,BLACK,AUTO,67914,OTHER ASIAN,4839,5930,8238,5935,533
0,3,BLUE,AUTO,64877,OTHER ASIAN,8415,9625,11314,7335,728
0,3,WHITE,AUTO,61481,AMERICAN,7809,9208,11475,7335,1703
0,4,SILVER,AUTO,79712,AMERICAN,8134,9850,12215,8535,1272
0,2,BLUE,AUTO,67956,AMERICAN,10157,11356,13958,10300,1215
0,6,WHITE,AUTO,83462,AMERICAN,6165,7618,10321,8200,1893
0,5,WHITE,AUTO,79962,AMERICAN,4577,5865,8595,5900,1506
0,3,WHITE,AUTO,76030,AMERICAN,5428,6682,9472,5335,1155
0,4,SILVER,AUTO,69506,AMERICAN,4542,5676,8224,5335,1020
0,3,GOLD,AUTO,76825,AMERICAN,6523,7237,10837,7600,2091
0,3,MAROON,AUTO,82176,AMERICAN,5719,6659,10140,6535,2282
0,9,GREY,AUTO,79595,AMERICAN,6086,7477,9604,8535,1923
0,9,NOT AVAIL,AUTO,78316,AMERICAN,2301,3222,5882,4300,1806
0,2,GREY,AUTO,76179,AMERICAN,7509,8303,11160,6900,1155
0,3,GOLD,AUTO,62698,AMERICAN,6011,7081,9554,7000,923
1,4,GOLD,AUTO,61810,AMERICAN,6195,7227,9983,6635,923
0,4,SILVER,AUTO,82299,AMERICAN,6116,7696,9708,6835,2152
0,3,SILVER,AUTO,57267,AMERICAN,9617,11092,13981,9400,671
0,5,BLUE,AUTO,51873,AMERICAN,5813,7358,9819,7535,920
0,2,WHITE,AUTO,47442,AMERICAN,6310,6925,10090,6200,975
0,4,BLUE,AUTO,69038,AMERICAN,5705,7251,9540,6235,1411
0,4,WHITE,AUTO,78876,AMERICAN,5705,7251,9540,6335,1623
0,3,GOLD,AUTO,68758,AMERICAN,6800,7642,10185,6535,923
0,5,GREEN,AUTO,79440,AMERICAN,4030,5049,8085,5900,1506
0,5,BLACK,AUTO,69590,OTHER ASIAN,6886,7582,10159,8035,630
0,3,RED,AUTO,70607,OTHER ASIAN,8659,10123,13043,6700,1038
0,6,BEIGE,AUTO,80070,AMERICAN,3413,4314,7570,3900,1243
0,9,GREEN,AUTO,47937,AMERICAN,2410,3075,5015,3600,1769
0,2,GREY,AUTO,59713,AMERICAN,10047,10966,13547,9700,1086
0,9,SILVER,AUTO,93429,AMERICAN,2152,2957,4703,3100,1930
0,5,WHITE,AUTO,82552,AMERICAN,7234,8977,11386,8300,1503
0,6,BLACK,AUTO,80905,AMERICAN,6895,8471,10440,8300,1503
1,6,SILVER,AUTO,58262,AMERICAN,4643,6062,8703,5600,1003
0,6,WHITE,AUTO,58602,AMERICAN,3808,4918,6757,5700,671
0,5,BLACK,AUTO,52141,AMERICAN,5483,6683,9052,7200,1003
0,2,BLUE,AUTO,67127,AMERICAN,10500,11814,13105,8900,630
0,2,GREY,AUTO,61245,AMERICAN,10047,10966,13547,9700,1215
1,6,WHITE,AUTO,68204,AMERICAN,6823,8272,10934,8400,1606
0,8,MAROON,AUTO,91619,AMERICAN,3116,4041,6834,4200,1930
0,2,WHITE,AUTO,52123,AMERICAN,7559,8274,11313,8300,920
0,4,SILVER,AUTO,65116,AMERICAN,8432,9881,12548,9200,1215
0,6,WHITE,AUTO,76931,AMERICAN,7193,8716,12043,7800,803
0,3,SILVER,AUTO,87714,AMERICAN,6801,7845,10317,7200,2152
0,6,SILVER,AUTO,87795,AMERICAN,5927,7149,9870,7600,2152
0,3,BLACK,AUTO,69003,AMERICAN,7010,8433,10910,6500,825
0,5,MAROON,AUTO,77563,AMERICAN,7029,8044,11138,8000,1155
0,5,SILVER,AUTO,85878,AMERICAN,7261,8992,12202,8400,1893
0,4,GREY,AUTO,73855,TOP LINE ASIAN,8084,9993,12489,8135,686
0,7,BLACK,AUTO,74099,AMERICAN,7799,9284,11595,9835,1689
0,3,GREY,AUTO,74779,AMERICAN,8914,9860,13139,9600,1389
0,6,GREY,AUTO,82020,TOP LINE ASIAN,7972,9035,11579,9635,594
0,3,BLUE,AUTO,75220,AMERICAN,8436,10002,12042,6735,1155
0,4,WHITE,AUTO,67696,AMERICAN,6142,7092,9904,7400,1703
0,4,BLACK,AUTO,71453,AMERICAN,6016,7234,9872,7900,1506
0,5,SILVER,AUTO,89170,AMERICAN,4060,5084,6953,5335,853
0,4,GREY,AUTO,81472,AMERICAN,4968,5824,9225,6500,1113
0,3,GREEN,AUTO,89289,AMERICAN,8736,10797,12748,7600,1503
0,6,WHITE,AUTO,57205,AMERICAN,2536,3568,5797,4735,1086
0,5,BLUE,AUTO,85860,AMERICAN,3557,4338,7015,3700,1243
0,4,GREEN,AUTO,77810,AMERICAN,6679,8003,10275,6635,569
0,5,WHITE,AUTO,74895,AMERICAN,4291,6084,7473,5800,1389
0,3,SILVER,AUTO,20204,OTHER ASIAN,4739,5665,7974,5935,462
1,6,WHITE,AUTO,92569,AMERICAN,2799,3689,6105,4000,1630
0,4,BLUE,AUTO,82599,AMERICAN,8393,9809,13343,9135,1503
0,3,BLUE,AUTO,87690,AMERICAN,9257,10637,13312,7600,853
0,4,WHITE,AUTO,82332,OTHER ASIAN,9242,10802,13170,7600,1243
0,3,BEIGE,AUTO,85419,AMERICAN,7649,8999,12109,7500,2152
0,3,BLACK,AUTO,50868,AMERICAN,6901,7811,11067,7700,837
0,5,SILVER,AUTO,72604,TOP LINE ASIAN,6184,7619,9961,7635,686
0,3,BLUE,AUTO,82566,AMERICAN,7292,8289,11579,7500,1373
0,3,GOLD,AUTO,80495,AMERICAN,6248,7673,9977,6700,1113
0,6,RED,AUTO,81271,AMERICAN,4161,5161,8059,5700,1373
0,6,BLUE,AUTO,46053,AMERICAN,6473,7975,10492,9635,1116
0,4,GREEN,AUTO,73562,AMERICAN,7211,8762,11452,8935,1389
0,3,WHITE,AUTO,55708,AMERICAN,6352,7725,10124,7400,837
0,4,GREY,AUTO,73536,AMERICAN,10344,12028,13774,8000,1506
0,2,BLUE,AUTO,84917,AMERICAN,10641,13303,15258,7700,983
0,2,SILVER,AUTO,80251,AMERICAN,7771,8654,11574,6900,1243
0,4,GOLD,AUTO,72038,AMERICAN,5042,6561,8473,6200,1506
0,3,BLACK,AUTO,86227,AMERICAN,8849,11047,12686,7800,1633
0,5,BLACK,AUTO,69915,AMERICAN,2855,3862,5968,4900,1215
0,4,RED,AUTO,69278,AMERICAN,6220,7298,10557,7600,1118
0,6,SILVER,AUTO,81857,OTHER ASIAN,6557,8034,9450,7900,1113
0,2,BLACK,AUTO,82941,AMERICAN,8372,9072,12463,7200,983
0,4,GREEN,AUTO,71833,AMERICAN,5557,7025,9418,6600,1623
0,4,MAROON,AUTO,73172,OTHER ASIAN,6372,7682,10601,6800,803
0,4,SILVER,AUTO,62657,AMERICAN,6220,7298,10557,7300,1118
0,3,BLUE,AUTO,74866,AMERICAN,6542,8074,10559,6100,1623
0,3,SILVER,AUTO,62093,AMERICAN,5448,6635,8838,5000,1215
0,6,SILVER,AUTO,78948,AMERICAN,9370,11605,14656,11400,1623
0,6,NOT AVAIL,AUTO,90536,AMERICAN,2834,3903,5994,4200,1341
0,5,BLUE,AUTO,55275,OTHER ASIAN,7719,9399,11689,7200,920
0,8,BLACK,AUTO,64657,AMERICAN,4320,5532,7861,6800,1515
0,3,GREY,AUTO,69751,AMERICAN,8790,9975,14900,9900,1215
0,4,RED,AUTO,54262,AMERICAN,10883,12166,15511,9800,1086
0,3,WHITE,AUTO,40572,OTHER ASIAN,5034,5899,8498,5600,482
0,6,GREY,AUTO,47998,AMERICAN,4328,5402,7830,6700,1328
0,5,SILVER,AUTO,46254,AMERICAN,3947,4966,7499,5800,975
0,6,GREEN,AUTO,73881,AMERICAN,6232,7683,10169,5700,920
0,3,RED,AUTO,42480,AMERICAN,6909,7968,10339,7100,1328
0,2,GREY,AUTO,78673,AMERICAN,7966,9374,11706,7700,803
0,4,GREY,AUTO,80476,AMERICAN,13516,16032,17770,12000,1893
0,6,NOT AVAIL,AUTO,78469,AMERICAN,9474,11060,13613,9400,1740
0,3,WHITE,AUTO,76969,AMERICAN,6857,8041,10266,6700,1155
0,6,NOT AVAIL,AUTO,88019,AMERICAN,4246,5495,8008,5600,1633
1,5,ORANGE,AUTO,53062,AMERICAN,4077,5138,7120,6100,671
0,5,RED,AUTO,50201,AMERICAN,6114,7529,9939,7600,920
0,6,NOT AVAIL,AUTO,81335,AMERICAN,2834,3903,5994,4600,1243
0,4,RED,AUTO,61835,OTHER ASIAN,7170,7918,10984,7400,1118
0,8,GREY,AUTO,84714,AMERICAN,1989,3210,4897,4100,1283
0,4,BROWN,AUTO,62895,AMERICAN,6220,7298,10557,7900,1118
0,9,BLUE,AUTO,92497,AMERICAN,4890,5801,7998,9400,2218
0,6,SILVER,AUTO,49534,OTHER ASIAN,3586,4438,6726,5000,482
